user_id,task_order,trial,item_id,trial_lang,trial_type,pic_file,object_name,response
30,Du-En,27,126,Dutch,catch,6_u1_hookah.png,MAÏS,Mismatch
30,Du-En,28,68,Dutch,target,34_u2_bottle opener.png,FLESOPENER,7
30,Du-En,29,90,Dutch,target,86_vis_potato masher.png,STAMPOTSTAMPER,7
30,Du-En,30,53,Dutch,target,11_sem_rocking horse.png,HOBBELPAARD,6
30,Du-En,31,2,Dutch,target,3_sem_tap.png,KRAAN,5
30,Du-En,32,81,Dutch,target,66_sem_pencil sharpener.png,PUNTENSLIJPER,6
30,Du-En,33,10,Dutch,target,24_u1_pants.png,BROEK,4
30,Du-En,34,39,Dutch,target,93_sem_teeth.png,TANDEN,6
30,Du-En,35,92,Dutch,target,91_sem_remote control.png,AFSTANDSBEDIENING,7
30,Du-En,36,40,Dutch,target,7_vis_cherry.png,KERS,7
30,Du-En,37,86,Dutch,target,76_u2_cutting board.png,SNIJPLANK,6
30,Du-En,38,7,Dutch,target,12_u1_meat.png,VLEES,7
30,Du-En,39,17,Dutch,target,40_u1_chair.png,STOEL,3
30,Du-En,40,128,Dutch,catch,8_u1_tambourine.png,GOOTSTEENONTSTOPPER,Mismatch
30,Du-En,41,42,Dutch,target,94_u2_slide.png,GLIJBAAN,5
30,Du-En,42,59,Dutch,target,22_u2_playing cards.png,SPEELKAARTEN,6
30,Du-En,43,97,Dutch,target,100_sem_riding helmet.png,PAARDRIJHELM,7
30,Du-En,44,50,Dutch,target,5_u1_ice skate.png,SCHAATS,7
30,Du-En,45,34,Dutch,target,80_u2_jacket.png,JAS,7
30,Du-En,46,64,Dutch,target,28_vis_bike pedals.png,TRAPPERS,7
30,Du-En,47,12,Dutch,target,26_sem_bowl.png,KOM,6
30,Du-En,48,27,Dutch,target,63_u1_leaf.png,BLAD,3
30,Du-En,49,118,Dutch,catch,1_vis_bowling ball.png,PIJP,Mismatch
30,Du-En,50,46,Dutch,target,97_vis_cross.png,KRUIS,5
30,Du-En,51,21,Dutch,target,47_vis_lighter.png,AANSTEKER,6
30,Du-En,52,87,Dutch,target,79_u2_ironing board.png,STRIJKPLANK,4
30,Du-En,53,11,Dutch,target,25_u2_barrel.png,TON,7
30,Du-En,54,65,Dutch,target,31_u2_ice cream cone.png,IJSHOORNTJE,6
30,Du-En,55,58,Dutch,target,20_vis_ice cream.png,IJSJE,4
30,Du-En,56,25,Dutch,target,61_u1_belt.png,RIEM,5
30,Du-En,57,88,Dutch,target,79_vis_guinea pig.png,CAVIA,7
30,Du-En,58,61,Dutch,target,25_vis_rolling pin.png,DEEGROLLER,7
30,Du-En,59,124,Dutch,catch,4_sem_flipflops.png,POTLOOD,Mismatch
30,Du-En,60,38,Dutch,target,92_sem_spoon.png,LEPEL,6
30,Du-En,61,1,Dutch,target,17_u2_key.png,SLEUTEL,5
30,Du-En,62,37,Dutch,target,87_u1_flower.png,BLOEM,3
30,Du-En,63,41,Dutch,target,94_u1_shark.png,HAAI,6
30,Du-En,64,76,Dutch,target,58_sem_frying pan.png,KOEKENPAN,7
30,Du-En,65,51,Dutch,target,6_sem_soccer shoes.png,VOETBALSCHOENEN,7
30,Du-En,66,47,Dutch,target,3_u1_baseball glove.png,HONKBALHANDSCHOEN,7
30,Du-En,67,30,Dutch,target,70_vis_snake.png,SLANG,6
30,Du-En,68,123,Dutch,catch,3_vis_sleigh.png,BOWLINGBAL,Mismatch
30,Du-En,69,70,Dutch,target,38_vis_band aid.png,PLEISTER,7
30,Du-En,70,49,Dutch,target,4_vis_hot water bottle.png,KRUIK,6
30,Du-En,71,8,Dutch,target,14_vis_gun.png,PISTOOL,7
30,Du-En,72,122,Dutch,catch,3_u2_paintbrush.png,KAARS,Mismatch
30,Du-En,73,36,Dutch,target,86_sem_horse.png,PAARD,6
30,Du-En,74,82,Dutch,target,68_u1_pencil case.png,ETUI,2
30,Du-En,75,94,Dutch,target,93_vis_bow tie.png,VLINDERDAS,6
30,Du-En,76,52,Dutch,target,7_u1_cheese slicer.png,KAASSCHAAF,7
30,Du-En,77,72,Dutch,target,43_sem_rocking chair.png,SCHOMMELSTOEL,7
30,Du-En,78,5,Dutch,target,7_sem_present.png,CADEAU,5
30,Du-En,79,29,Dutch,target,69_u1_watch.png,HORLOGE,5
30,Du-En,80,18,Dutch,target,41_u1_frog.png,KIKKER,4
30,Du-En,81,89,Dutch,target,82_u1_traffic light.png,STOPLICHT,5
30,Du-En,82,121,Dutch,catch,2_vis_yoyo.png,GEREEDSCHAPSKIST,Mismatch
30,Du-En,83,75,Dutch,target,52_u2_trash bags.png,VUILNISZAKKEN,4
30,Du-En,84,71,Dutch,target,42_u2_dentist chair.png,TANDARTSSTOEL,5
30,Du-En,85,125,Dutch,catch,5_vis_cassette.png,BATTERIJ,Mismatch
30,Du-En,86,20,Dutch,target,45_u2_bag.png,TAS,2
30,Du-En,87,93,Dutch,target,92_vis_candle holder.png,KANDELAAR,2
30,Du-En,88,91,Dutch,target,87_sem_laundry basket.png,WASMAND,5
30,Du-En,89,67,Dutch,target,33_u1_teddy bear.png,KNUFFELBEER,5
30,Du-En,90,31,Dutch,target,74_sem_cap.png,PET,7
30,Du-En,91,16,Dutch,target,38_u1_bow.png,BOOG,5
30,Du-En,92,54,Dutch,target,14_sem_measuring tape.png,MEETLINT,6
30,Du-En,93,85,Dutch,target,75_vis_light bulb.png,GLOEILAMP,7
30,Du-En,94,69,Dutch,target,36_sem_coat rack.png,KAPSTOK,3
30,Du-En,95,9,Dutch,target,21_u2_bell.png,BEL,2
30,Du-En,96,3,Dutch,target,5_u2_tie.png,STROPDAS,6
30,Du-En,97,116,Dutch,catch,1_u1_battery.png,JOJO,Mismatch
30,Du-En,98,55,Dutch,target,14_u2_office chair.png,BUREAUSTOEL,6
30,Du-En,99,62,Dutch,target,27_sem_light switch.png,LICHTSCHAKELAAR,7
30,Du-En,100,74,Dutch,target,48_u2_life jacket.png,REDDINGSVEST,4
30,Du-En,101,129,Dutch,catch,8_vis_canoe.png,VERREKIJKER,Mismatch
30,Du-En,102,19,Dutch,target,41_u2_drum.png,TROMMEL,3
30,Du-En,103,45,Dutch,target,98_u2_lock.png,SLOT,7
30,Du-En,104,44,Dutch,target,97_u1_sausage.png,WORST,7
30,Du-En,105,35,Dutch,target,82_vis_rope.png,TOUW,5
30,Du-En,106,120,Dutch,catch,2_u1_pinecone.png,RIJST,Mismatch
30,Du-En,107,115,Dutch,catch,1_sem_corn.png,KWAST,Mismatch
30,Du-En,108,78,Dutch,target,60_u1_safety pins.png,VEILIGHEIDSSPELDEN,6
30,Du-En,109,22,Dutch,target,54_vis_tray.png,DIENBLAD,6
30,Du-En,110,66,Dutch,target,32_sem_cement truck.png,CEMENTWAGEN,5
30,Du-En,111,63,Dutch,target,28_u1_shaving brush.png,SCHEERKWAST,5
30,Du-En,112,48,Dutch,target,4_u2_coffee machine.png,KOFFIEZETAPPARAAT,7
30,Du-En,113,14,Dutch,target,27_u2_basket.png,MAND,2
30,Du-En,114,33,Dutch,target,74_vis_iron.png,STRIJKIJZER,3
30,Du-En,115,36,English,target,86_sem_horse.png,HORSE,6
30,Du-En,116,46,English,target,97_vis_cross.png,CROSS,5
30,Du-En,117,24,English,target,59_u1_chain.png,CHAIN,7
30,Du-En,118,45,English,target,98_u2_lock.png,LOCK,7
30,Du-En,119,80,English,target,65_sem_watering can.png,WATERING CAN,5
30,Du-En,120,65,English,target,31_u2_ice cream cone.png,ICE CREAM CONE,6
30,Du-En,121,6,English,target,8_sem_monkey.png,MONKEY,5
30,Du-En,122,15,English,target,35_u1_fan.png,FAN,6
30,Du-En,123,110,English,catch,99_sem_candle.png,SLEIGH,Mismatch
30,Du-En,124,101,English,catch,91_vis_blackboard.png,TAMBOURINE,Mismatch
30,Du-En,125,95,English,target,95_u1_lamp post.png,STREETLIGHT,5
30,Du-En,126,40,English,target,7_vis_cherry.png,CHERRY,7
30,Du-En,127,93,English,target,92_vis_candle holder.png,CANDLE HOLDER,3
30,Du-En,128,37,English,target,87_u1_flower.png,FLOWER,3
30,Du-En,129,8,English,target,14_vis_gun.png,GUN,7
30,Du-En,130,58,English,target,20_vis_ice cream.png,ICE CREAM,4
30,Du-En,131,81,English,target,66_sem_pencil sharpener.png,PENCIL SHARPENER,7
30,Du-En,132,17,English,target,40_u1_chair.png,CHAIR,2
30,Du-En,133,88,English,target,79_vis_guinea pig.png,GUINEA PIG,6
30,Du-En,134,41,English,target,94_u1_shark.png,SHARK,6
30,Du-En,135,98,English,target,100_vis_fishing rod.png,FISHING ROD,3
30,Du-En,136,91,English,target,87_sem_laundry basket.png,LAUNDRY BASKET,5
30,Du-En,137,29,English,target,69_u1_watch.png,WATCH,4
30,Du-En,138,44,English,target,97_u1_sausage.png,SAUSAGE,7
30,Du-En,139,113,English,catch,100_u1_binoculars.png,RIFLE,Mismatch
30,Du-En,140,54,English,target,14_sem_measuring tape.png,MEASURING TAPE,6
30,Du-En,141,85,English,target,75_vis_light bulb.png,LIGHT BULB,5
30,Du-En,142,21,English,target,47_vis_lighter.png,LIGHTER,5
30,Du-En,143,39,English,target,93_sem_teeth.png,TEETH,6
30,Du-En,144,42,English,target,94_u2_slide.png,SLIDE,4
30,Du-En,145,83,English,target,73_u2_shopping cart.png,SHOPPING CART,6
30,Du-En,146,100,English,catch,91_u1_trombone.png,CANOE,Mismatch
30,Du-En,147,20,English,target,45_u2_bag.png,BAG,2
30,Du-En,148,114,English,catch,100_u2_raspberry.png,PRINTER,Mismatch
30,Du-En,149,3,English,target,5_u2_tie.png,TIE,6
30,Du-En,150,70,English,target,38_vis_band aid.png,BAND AID,7
30,Du-En,151,86,English,target,76_u2_cutting board.png,CUTTING BOARD,6
30,Du-En,152,50,English,target,5_u1_ice skate.png,ICE SKATE,7
30,Du-En,153,82,English,target,68_u1_pencil case.png,PENCIL CASE,2
30,Du-En,154,71,English,target,42_u2_dentist chair.png,DENTIST CHAIR,5
30,Du-En,155,51,English,target,6_sem_soccer shoes.png,SOCCER SHOES,7
30,Du-En,156,25,English,target,61_u1_belt.png,BELT,5
30,Du-En,157,13,English,target,27_u1_eagle.png,EAGLE,7
30,Du-En,158,66,English,target,32_sem_cement truck.png,CEMENT TRUCK,5
30,Du-En,159,79,English,target,62_sem_polar bear.png,POLAR BEAR,5
30,Du-En,160,109,English,catch,98_vis_toolbox.png,FLIPFLOPS,Mismatch
30,Du-En,161,106,English,catch,96_u2_printer.png,SNEAKERS,5
30,Du-En,162,74,English,target,48_u2_life jacket.png,LIFE JACKET,5
30,Du-En,163,103,English,catch,93_u2_logs.png,CRUTCH,Mismatch
30,Du-En,164,64,English,target,28_vis_bike pedals.png,BIKE PEDALS,7
30,Du-En,165,49,English,target,4_vis_hot water bottle.png,HOT WATER BOTTLE,6
30,Du-En,166,52,English,target,7_u1_cheese slicer.png,CHEESE SLICER,7
30,Du-En,167,99,English,catch,90_u2_crutch.png,COCONUT,Mismatch
30,Du-En,168,62,English,target,27_sem_light switch.png,LIGHT SWITCH,7
30,Du-En,169,90,English,target,86_vis_potato masher.png,POTATO MASHER,7
30,Du-En,170,87,English,target,79_u2_ironing board.png,IRONING BOARD,4
30,Du-En,171,89,English,target,82_u1_traffic light.png,TRAFFIC LIGHT,5
30,Du-En,172,38,English,target,92_sem_spoon.png,SPOON,6
30,Du-En,173,5,English,target,7_sem_present.png,PRESENT,4
30,Du-En,174,27,English,target,63_u1_leaf.png,LEAF,3
30,Du-En,175,73,English,target,48_u1_trash can.png,TRASH CAN,5
30,Du-En,176,57,English,target,19_vis_life saver.png,LIFEBUOY,5
30,Du-En,177,68,English,target,34_u2_bottle opener.png,BOTTLE OPENER,7
30,Du-En,178,55,English,target,14_u2_office chair.png,OFFICE CHAIR,6
30,Du-En,179,19,English,target,41_u2_drum.png,DRUM,3
30,Du-En,180,69,English,target,36_sem_coat rack.png,COAT RACK,5
30,Du-En,181,59,English,target,22_u2_playing cards.png,PLAYING CARDS,5
30,Du-En,182,60,English,target,25_u1_rubber duck.png,RUBBER DUCK,7
30,Du-En,183,47,English,target,3_u1_baseball glove.png,BASEBALL GLOVE,7
30,Du-En,184,67,English,target,33_u1_teddy bear.png,TEDDY BEAR,4
30,Du-En,185,22,English,target,54_vis_tray.png,TRAY,6
30,Du-En,186,92,English,target,91_sem_remote control.png,REMOTE CONTROL,7
30,Du-En,187,72,English,target,43_sem_rocking chair.png,ROCKING CHAIR,7
30,Du-En,188,96,English,target,96_vis_traffic sign.png,TRAFFIC SIGN,5
30,Du-En,189,56,English,target,18_sem_baby bottle.png,BABY BOTTLE,5
30,Du-En,190,14,English,target,27_u2_basket.png,BASKET,2
30,Du-En,191,18,English,target,41_u1_frog.png,FROG,5
30,Du-En,192,108,English,catch,98_u1_rice.png,CASSETTE,Mismatch
30,Du-En,193,2,English,target,3_sem_tap.png,TAP,6
30,Du-En,194,10,English,target,24_u1_pants.png,PANTS,4
30,Du-En,195,34,English,target,80_u2_jacket.png,JACKET,5
30,Du-En,196,33,English,target,74_vis_iron.png,IRON,5
30,Du-En,197,105,English,catch,96_u1_rifle.png,BLACKBOARD,Mismatch
30,Du-En,198,43,English,target,95_sem_lobster.png,LOBSTER,7
30,Du-En,199,61,English,target,25_vis_rolling pin.png,ROLLING PIN,7
30,Du-En,200,97,English,target,100_sem_riding helmet.png,RIDING HELMET,7
30,Du-En,201,28,English,target,67_vis_fence.png,FENCE,5
30,Du-En,202,94,English,target,93_vis_bow tie.png,BOW TIE,5
30,Du-En,203,76,English,target,58_sem_frying pan.png,FRYING PAN,7
30,Du-En,204,104,English,catch,94_sem_wheel.png,TROMBONE,Mismatch
30,Du-En,205,53,English,target,11_sem_rocking horse.png,ROCKING HORSE,5
30,Du-En,206,35,English,target,82_vis_rope.png,ROPE,5
30,Du-En,207,31,English,target,74_sem_cap.png,CAP,7
30,Du-En,208,12,English,target,26_sem_bowl.png,BOWL,6
30,Du-En,209,26,English,target,62_u2_desk.png,DESK,4
30,Du-En,210,107,English,catch,98_sem_caterpillar.png,HOOKAH,Mismatch
30,Du-En,211,75,English,target,52_u2_trash bags.png,TRASH BAGS,4
30,Du-En,212,48,English,target,4_u2_coffee machine.png,COFFEE MACHINE,4
30,Du-En,213,78,English,target,60_u1_safety pins.png,SAFETY PINS,7
30,Du-En,214,30,English,target,70_vis_snake.png,SNAKE,6
30,Du-En,215,16,English,target,38_u1_bow.png,BOW,5
30,Du-En,216,112,English,catch,99_vis_plunger.png,WHEEL,Mismatch
30,Du-En,217,102,English,catch,92_u1_sneakers.png,TOMATO,Mismatch
30,Du-En,218,32,English,target,74_u2_package.png,PACKAGE,5
30,Du-En,219,23,English,target,56_vis_globe.png,GLOBE,6
30,Du-En,220,63,English,target,28_u1_shaving brush.png,SHAVING BRUSH,6
30,Du-En,221,84,English,target,75_u2_potato peeler.png,POTATO PEELER,7
30,Du-En,222,7,English,target,12_u1_meat.png,MEAT,7
30,Du-En,223,11,English,target,25_u2_barrel.png,BARREL,7
30,Du-En,224,9,English,target,21_u2_bell.png,BELL,3
30,Du-En,225,1,English,target,17_u2_key.png,KEY,6
30,Du-En,226,111,English,catch,99_u2_flippers.png,LOGS,Mismatch
30,Du-En,227,77,English,target,60_sem_rain boots.png,RAIN BOOTS,7
30,Du-En,228,4,English,target,5_sem_cake.png,CAKE,6
29,Du-En,1,98,Dutch,target,100_vis_fishing rod.png,VISHENGEL,6
29,Du-En,2,27,Dutch,target,63_u1_leaf.png,BLAD,7
29,Du-En,3,77,Dutch,target,60_sem_rain boots.png,REGENLAARZEN,7
29,Du-En,4,118,Dutch,catch,1_vis_bowling ball.png,PIJP,Mismatch
29,Du-En,5,74,Dutch,target,48_u2_life jacket.png,REDDINGSVEST,7
29,Du-En,6,70,Dutch,target,38_vis_band aid.png,PLEISTER,7
29,Du-En,7,38,Dutch,target,92_sem_spoon.png,LEPEL,7
29,Du-En,8,14,Dutch,target,27_u2_basket.png,MAND,6
29,Du-En,9,36,Dutch,target,86_sem_horse.png,PAARD,7
29,Du-En,10,40,Dutch,target,7_vis_cherry.png,KERS,7
29,Du-En,11,89,Dutch,target,82_u1_traffic light.png,STOPLICHT,7
29,Du-En,12,73,Dutch,target,48_u1_trash can.png,PRULLENBAK,7
29,Du-En,13,53,Dutch,target,11_sem_rocking horse.png,HOBBELPAARD,7
29,Du-En,14,117,Dutch,catch,1_u2_pencil.png,DENNENAPPEL,Mismatch
29,Du-En,15,55,Dutch,target,14_u2_office chair.png,BUREAUSTOEL,7
29,Du-En,16,121,Dutch,catch,2_vis_yoyo.png,GEREEDSCHAPSKIST,Mismatch
29,Du-En,17,66,Dutch,target,32_sem_cement truck.png,CEMENTWAGEN,6
29,Du-En,18,26,Dutch,target,62_u2_desk.png,BUREAU,7
29,Du-En,19,60,Dutch,target,25_u1_rubber duck.png,BADEEND,7
29,Du-En,20,22,Dutch,target,54_vis_tray.png,DIENBLAD,7
29,Du-En,21,47,Dutch,target,3_u1_baseball glove.png,HONKBALHANDSCHOEN,7
29,Du-En,22,61,Dutch,target,25_vis_rolling pin.png,DEEGROLLER,7
29,Du-En,23,63,Dutch,target,28_u1_shaving brush.png,SCHEERKWAST,WordUnknown
29,Du-En,24,126,Dutch,catch,6_u1_hookah.png,MAÏS,Mismatch
29,Du-En,25,10,Dutch,target,24_u1_pants.png,BROEK,7
29,Du-En,26,29,Dutch,target,69_u1_watch.png,HORLOGE,7
29,Du-En,27,54,Dutch,target,14_sem_measuring tape.png,MEETLINT,7
29,Du-En,28,93,Dutch,target,92_vis_candle holder.png,KANDELAAR,5
29,Du-En,29,8,Dutch,target,14_vis_gun.png,PISTOOL,7
29,Du-En,30,58,Dutch,target,20_vis_ice cream.png,IJSJE,7
29,Du-En,31,119,Dutch,catch,2_sem_pipe.png,RUPS,Mismatch
29,Du-En,32,71,Dutch,target,42_u2_dentist chair.png,TANDARTSSTOEL,6
29,Du-En,33,65,Dutch,target,31_u2_ice cream cone.png,IJSHOORNTJE,7
29,Du-En,34,20,Dutch,target,45_u2_bag.png,TAS,7
29,Du-En,35,4,Dutch,target,5_sem_cake.png,TAART,7
29,Du-En,36,34,Dutch,target,80_u2_jacket.png,JAS,7
29,Du-En,37,84,Dutch,target,75_u2_potato peeler.png,AARDAPPELSCHILLER,6
29,Du-En,38,28,Dutch,target,67_vis_fence.png,HEK,7
29,Du-En,39,51,Dutch,target,6_sem_soccer shoes.png,VOETBALSCHOENEN,7
29,Du-En,40,78,Dutch,target,60_u1_safety pins.png,VEILIGHEIDSSPELDEN,7
29,Du-En,41,33,Dutch,target,74_vis_iron.png,STRIJKIJZER,7
29,Du-En,42,12,Dutch,target,26_sem_bowl.png,KOM,7
29,Du-En,43,64,Dutch,target,28_vis_bike pedals.png,TRAPPERS,6
29,Du-En,44,31,Dutch,target,74_sem_cap.png,PET,7
29,Du-En,45,124,Dutch,catch,4_sem_flipflops.png,POTLOOD,Mismatch
29,Du-En,46,90,Dutch,target,86_vis_potato masher.png,STAMPOTSTAMPER,7
29,Du-En,47,41,Dutch,target,94_u1_shark.png,HAAI,7
29,Du-En,48,94,Dutch,target,93_vis_bow tie.png,VLINDERDAS,6
29,Du-En,49,44,Dutch,target,97_u1_sausage.png,WORST,7
29,Du-En,50,92,Dutch,target,91_sem_remote control.png,AFSTANDSBEDIENING,7
29,Du-En,51,75,Dutch,target,52_u2_trash bags.png,VUILNISZAKKEN,7
29,Du-En,52,16,Dutch,target,38_u1_bow.png,BOOG,7
29,Du-En,53,72,Dutch,target,43_sem_rocking chair.png,SCHOMMELSTOEL,7
29,Du-En,54,45,Dutch,target,98_u2_lock.png,SLOT,7
29,Du-En,55,18,Dutch,target,41_u1_frog.png,KIKKER,7
29,Du-En,56,120,Dutch,catch,2_u1_pinecone.png,RIJST,Mismatch
29,Du-En,57,5,Dutch,target,7_sem_present.png,CADEAU,7
29,Du-En,58,69,Dutch,target,36_sem_coat rack.png,KAPSTOK,7
29,Du-En,59,17,Dutch,target,40_u1_chair.png,STOEL,7
29,Du-En,60,35,Dutch,target,82_vis_rope.png,TOUW,7
29,Du-En,61,82,Dutch,target,68_u1_pencil case.png,ETUI,6
29,Du-En,62,96,Dutch,target,96_vis_traffic sign.png,VERKEERSBORD,6
29,Du-En,63,115,Dutch,catch,1_sem_corn.png,KWAST,Mismatch
29,Du-En,64,91,Dutch,target,87_sem_laundry basket.png,WASMAND,7
29,Du-En,65,86,Dutch,target,76_u2_cutting board.png,SNIJPLANK,7
29,Du-En,66,30,Dutch,target,70_vis_snake.png,SLANG,7
29,Du-En,67,80,Dutch,target,65_sem_watering can.png,GIETER,7
29,Du-En,68,116,Dutch,catch,1_u1_battery.png,JOJO,Mismatch
29,Du-En,69,11,Dutch,target,25_u2_barrel.png,TON,7
29,Du-En,70,67,Dutch,target,33_u1_teddy bear.png,KNUFFELBEER,7
29,Du-En,71,48,Dutch,target,4_u2_coffee machine.png,KOFFIEZETAPPARAAT,7
29,Du-En,72,19,Dutch,target,41_u2_drum.png,TROMMEL,7
29,Du-En,73,122,Dutch,catch,3_u2_paintbrush.png,KAARS,Mismatch
29,Du-En,74,62,Dutch,target,27_sem_light switch.png,LICHTSCHAKELAAR,7
29,Du-En,75,49,Dutch,target,4_vis_hot water bottle.png,KRUIK,7
29,Du-En,76,15,Dutch,target,35_u1_fan.png,VENTILATOR,7
29,Du-En,77,68,Dutch,target,34_u2_bottle opener.png,FLESOPENER,6
29,Du-En,78,46,Dutch,target,97_vis_cross.png,KRUIS,7
29,Du-En,79,24,Dutch,target,59_u1_chain.png,KETTING,7
29,Du-En,80,2,Dutch,target,3_sem_tap.png,KRAAN,7
29,Du-En,81,87,Dutch,target,79_u2_ironing board.png,STRIJKPLANK,6
29,Du-En,82,81,Dutch,target,66_sem_pencil sharpener.png,PUNTENSLIJPER,7
29,Du-En,83,23,Dutch,target,56_vis_globe.png,WERELDBOL,7
29,Du-En,84,79,Dutch,target,62_sem_polar bear.png,IJSBEER,7
29,Du-En,85,39,Dutch,target,93_sem_teeth.png,TANDEN,7
29,Du-En,86,1,Dutch,target,17_u2_key.png,SLEUTEL,7
29,Du-En,87,56,Dutch,target,18_sem_baby bottle.png,BABY FLESJE,6
29,Du-En,88,127,Dutch,catch,6_vis_tomato.png,FLIPPERS,Mismatch
29,Du-En,89,128,Dutch,catch,8_u1_tambourine.png,GOOTSTEENONTSTOPPER,Mismatch
29,Du-En,90,76,Dutch,target,58_sem_frying pan.png,KOEKENPAN,7
29,Du-En,91,52,Dutch,target,7_u1_cheese slicer.png,KAASSCHAAF,7
29,Du-En,92,97,Dutch,target,100_sem_riding helmet.png,PAARDRIJHELM,7
29,Du-En,93,43,Dutch,target,95_sem_lobster.png,KREEFT,7
29,Du-En,94,50,Dutch,target,5_u1_ice skate.png,SCHAATS,7
29,Du-En,95,130,Dutch,catch,9_vis_coconut.png,FRAMBOOS,Mismatch
29,Du-En,96,6,Dutch,target,8_sem_monkey.png,AAP,7
29,Du-En,97,123,Dutch,catch,3_vis_sleigh.png,BOWLINGBAL,Mismatch
29,Du-En,98,3,Dutch,target,5_u2_tie.png,STROPDAS,7
29,Du-En,99,37,Dutch,target,87_u1_flower.png,BLOEM,7
29,Du-En,100,25,Dutch,target,61_u1_belt.png,RIEM,7
29,Du-En,101,7,Dutch,target,12_u1_meat.png,VLEES,7
29,Du-En,102,85,Dutch,target,75_vis_light bulb.png,GLOEILAMP,7
29,Du-En,103,88,Dutch,target,79_vis_guinea pig.png,CAVIA,7
29,Du-En,104,59,Dutch,target,22_u2_playing cards.png,SPEELKAARTEN,7
29,Du-En,105,13,Dutch,target,27_u1_eagle.png,ADELAAR,7
29,Du-En,106,129,Dutch,catch,8_vis_canoe.png,VERREKIJKER,Mismatch
29,Du-En,107,21,Dutch,target,47_vis_lighter.png,AANSTEKER,7
29,Du-En,108,125,Dutch,catch,5_vis_cassette.png,BATTERIJ,Mismatch
29,Du-En,109,83,Dutch,target,73_u2_shopping cart.png,WINKELWAGEN,7
29,Du-En,110,95,Dutch,target,95_u1_lamp post.png,LANTAARNPAAL,7
29,Du-En,111,42,Dutch,target,94_u2_slide.png,GLIJBAAN,6
29,Du-En,112,57,Dutch,target,19_vis_life saver.png,REDDINGSBOEI,5
29,Du-En,113,9,Dutch,target,21_u2_bell.png,BEL,6
29,Du-En,114,32,Dutch,target,74_u2_package.png,PAKKET,6
29,Du-En,115,22,English,target,54_vis_tray.png,TRAY,7
29,Du-En,116,6,English,target,8_sem_monkey.png,MONKEY,7
29,Du-En,117,18,English,target,41_u1_frog.png,FROG,7
29,Du-En,118,44,English,target,97_u1_sausage.png,SAUSAGE,7
29,Du-En,119,85,English,target,75_vis_light bulb.png,LIGHT BULB,7
29,Du-En,120,2,English,target,3_sem_tap.png,TAP,7
29,Du-En,121,89,English,target,82_u1_traffic light.png,TRAFFIC LIGHT,7
29,Du-En,122,72,English,target,43_sem_rocking chair.png,ROCKING CHAIR,7
29,Du-En,123,23,English,target,56_vis_globe.png,GLOBE,7
29,Du-En,124,105,English,catch,96_u1_rifle.png,BLACKBOARD,Mismatch
29,Du-En,125,47,English,target,3_u1_baseball glove.png,BASEBALL GLOVE,7
29,Du-En,126,113,English,catch,100_u1_binoculars.png,RIFLE,Mismatch
29,Du-En,127,83,English,target,73_u2_shopping cart.png,SHOPPING CART,7
29,Du-En,128,59,English,target,22_u2_playing cards.png,PLAYING CARDS,7
29,Du-En,129,75,English,target,52_u2_trash bags.png,TRASH BAGS,7
29,Du-En,130,63,English,target,28_u1_shaving brush.png,SHAVING BRUSH,WordUnknown
