user_id,item_id,response,score,object_name,pic_file
30,88,cavia,1,GUINEA PIG,79_vis_guinea pig.png
30,36,paard,1,HORSE,86_sem_horse.png
30,31,pet,1,CAP,74_sem_cap.png
30,14,mand,1,BASKET,27_u2_basket.png
30,21,aansteker,1,LIGHTER,47_vis_lighter.png
30,76,koekenpan,1,FRYING PAN,58_sem_frying pan.png
30,40,kers,1,CHERRY,7_vis_cherry.png
30,65,ijshoorntje,1,ICE CREAM CONE,31_u2_ice cream cone.png
30,62,lichtknop,1,LIGHT SWITCH,27_sem_light switch.png
30,12,kom,1,BOWL,26_sem_bowl.png
30,13,adelaar,1,EAGLE,27_u1_eagle.png
30,79,ijsbeer,1,POLAR BEAR,62_sem_polar bear.png
30,24,ketting,1,CHAIN,59_u1_chain.png
30,16,boog,1,BOW,38_u1_bow.png
30,6,aap,1,MONKEY,8_sem_monkey.png
30,84,aardappelschiller,1,POTATO PEELER,75_u2_potato peeler.png
30,38,lepel,1,SPOON,92_sem_spoon.png
30,54,meetlint,1,MEASURING TAPE,14_sem_measuring tape.png
30,7,vlees,1,MEAT,12_u1_meat.png
30,64,fietstrappers,1,BIKE PEDALS,28_vis_bike pedals.png
29,62,lichtknop,1,LIGHT SWITCH,27_sem_light switch.png
29,47,basketbalhandschoen,3,BASEBALL GLOVE,3_u1_baseball glove.png
29,31,pet,1,CAP,74_sem_cap.png
29,67,teddy beer,1,TEDDY BEAR,33_u1_teddy bear.png
29,88,cavia,1,GUINEA PIG,79_vis_guinea pig.png
29,61,deegroller,1,ROLLING PIN,25_vis_rolling pin.png
29,70,pleister,1,BAND AID,38_vis_band aid.png
29,24,ketting,1,CHAIN,59_u1_chain.png
29,78,veiligheidsspelden,1,SAFETY PINS,60_u1_safety pins.png
29,50,schaats,1,ICE SKATE,5_u1_ice skate.png
29,28,hek,1,FENCE,67_vis_fence.png
29,81,puntenslijper,1,PENCIL SHARPENER,66_sem_pencil sharpener.png
29,6,aap,1,MONKEY,8_sem_monkey.png
29,10,broek,1,PANTS,24_u1_pants.png
29,27,blad,1,LEAF,63_u1_leaf.png
29,45,slot,1,LOCK,98_u2_lock.png
29,36,paard,1,HORSE,86_sem_horse.png
29,80,gieter,1,WATERING CAN,65_sem_watering can.png
29,63,scheer kwast,1,SHAVING BRUSH,28_u1_shaving brush.png
29,19,trommel,1,DRUM,41_u2_drum.png
29,94,strik,3,BOW TIE,93_vis_bow tie.png
29,4,taart,1,CAKE,5_sem_cake.png
29,29,horloge,1,WATCH,69_u1_watch.png
29,90,aardappelstamper,1,POTATO MASHER,86_vis_potato masher.png
29,83,winkelwagen,1,SHOPPING CART,73_u2_shopping cart.png
29,30,slang,1,SNAKE,70_vis_snake.png
29,57,reddingsboei,1,LIFEBUOY,19_vis_life saver.png
29,66,cementwagen,1,CEMENT TRUCK,32_sem_cement truck.png
29,42,glijbaan,1,SLIDE,94_u2_slide.png
29,21,aansteker,1,LIGHTER,47_vis_lighter.png
29,3,das,1,TIE,5_u2_tie.png
29,96,verkeersbord,1,TRAFFIC SIGN,96_vis_traffic sign.png
29,9,bel,1,BELL,21_u2_bell.png
29,7,vlees,1,MEAT,12_u1_meat.png
29,38,lepel,1,SPOON,92_sem_spoon.png
29,46,kruis,1,CROSS,97_vis_cross.png
29,14,mand,1,BASKET,27_u2_basket.png
29,40,kers,1,CHERRY,7_vis_cherry.png
29,68,flesopener,1,BOTTLE OPENER,34_u2_bottle opener.png
29,58,ijsje,1,ICE CREAM,20_vis_ice cream.png
29,12,kom,1,BOWL,26_sem_bowl.png
29,85,gloeilamp,1,LIGHT BULB,75_vis_light bulb.png
29,74,reddingsvest,1,LIFE JACKET,48_u2_life jacket.png
29,53,schommelpaard,1,ROCKING HORSE,11_sem_rocking horse.png
29,64,fietspedalen,1,BIKE PEDALS,28_vis_bike pedals.png
29,54,meetlint,1,MEASURING TAPE,14_sem_measuring tape.png
29,2,kraan,1,TAP,3_sem_tap.png
29,72,schommelstoel,1,ROCKING CHAIR,43_sem_rocking chair.png
29,44,worst,1,SAUSAGE,97_u1_sausage.png
29,37,bloem,1,FLOWER,87_u1_flower.png
29,51,voetbalschoenen,1,SOCCER SHOES,6_sem_soccer shoes.png
29,25,riem,1,BELT,61_u1_belt.png
29,77,regenlaarzen,1,RAIN BOOTS,60_sem_rain boots.png
29,52,kaasschaaf,1,CHEESE SLICER,7_u1_cheese slicer.png
29,79,ijsbeer,1,POLAR BEAR,62_sem_polar bear.png
29,39,tanden,1,TEETH,93_sem_teeth.png
29,43,kreeft,1,LOBSTER,95_sem_lobster.png
29,1,sleutel,1,KEY,17_u2_key.png
29,92,afstandsbediening,1,REMOTE CONTROL,91_sem_remote control.png
29,15,ventilator,1,FAN,35_u1_fan.png
29,82,etui,1,PENCIL CASE,68_u1_pencil case.png
29,89,verkeerslicht,1,TRAFFIC LIGHT,82_u1_traffic light.png
29,41,haai,1,SHARK,94_u1_shark.png
29,8,pistool,1,GUN,14_vis_gun.png
29,69,kledingrek,3,COAT RACK,36_sem_coat rack.png
29,26,bureau,1,DESK,62_u2_desk.png
29,49,kruik,1,HOT WATER BOTTLE,4_vis_hot water bottle.png
29,16,boog,1,BOW,38_u1_bow.png
29,35,touw,1,ROPE,82_vis_rope.png
29,33,strijkijzer,1,IRON,74_vis_iron.png
29,17,stoel,1,CHAIR,40_u1_chair.png
29,93,kandelaar,1,CANDLE HOLDER,92_vis_candle holder.png
29,55,kantoorstoel,1,OFFICE CHAIR,14_u2_office chair.png
29,60,badeend,1,RUBBER DUCK,25_u1_rubber duck.png
29,48,koffiezetapparaat,1,COFFEE MACHINE,4_u2_coffee machine.png
29,11,vat,1,BARREL,25_u2_barrel.png
29,87,strijkplank,1,IRONING BOARD,79_u2_ironing board.png
29,23,wereldbol,1,GLOBE,56_vis_globe.png
29,71,tandartstoel,1,DENTIST CHAIR,42_u2_dentist chair.png
29,18,kikker,1,FROG,41_u1_frog.png
29,65,ijshoorntje,1,ICE CREAM CONE,31_u2_ice cream cone.png
29,84,aardappelschiller,1,POTATO PEELER,75_u2_potato peeler.png
29,59,spelkaarten,1,PLAYING CARDS,22_u2_playing cards.png
29,91,wasmand,1,LAUNDRY BASKET,87_sem_laundry basket.png
29,56,babyflesje,1,BABY BOTTLE,18_sem_baby bottle.png
29,20,tas,1,BAG,45_u2_bag.png
29,95,lantaarn,3,STREETLIGHT,95_u1_lamp post.png
29,5,cadeau,1,PRESENT,7_sem_present.png
29,22,dienblad,1,TRAY,54_vis_tray.png
29,73,vuilnisbak,1,TRASH CAN,48_u1_trash can.png
29,32,pakket,1,PACKAGE,74_u2_package.png
29,98,vishengel,1,FISHING ROD,100_vis_fishing rod.png
29,34,jas,1,JACKET,80_u2_jacket.png
29,76,koekenpan,1,FRYING PAN,58_sem_frying pan.png
29,86,snijplank,1,CUTTING BOARD,76_u2_cutting board.png
29,75,vuilniszakken,1,TRASH BAGS,52_u2_trash bags.png
29,13,arend,1,EAGLE,27_u1_eagle.png
29,97,paardrijhelm,1,RIDING HELMET,100_sem_riding helmet.png
28,41,haai,1,SHARK,94_u1_shark.png
28,44,worst,1,SAUSAGE,97_u1_sausage.png
28,20,tas,1,BAG,45_u2_bag.png
28,46,kruis,1,CROSS,97_vis_cross.png
28,71,tandartsstoel,1,DENTIST CHAIR,42_u2_dentist chair.png
28,28,hek,1,FENCE,67_vis_fence.png
28,56,babyflesje,1,BABY BOTTLE,18_sem_baby bottle.png
28,89,verkeerslicht,1,TRAFFIC LIGHT,82_u1_traffic light.png
28,1,sleutel,1,KEY,17_u2_key.png
28,25,riem,1,BELT,61_u1_belt.png
28,10,broek,1,PANTS,24_u1_pants.png
28,63,scheerkwast,1,SHAVING BRUSH,28_u1_shaving brush.png
28,5,cadeautje,1,PRESENT,7_sem_present.png
28,26,bureau,1,DESK,62_u2_desk.png
28,66,cementwagen,1,CEMENT TRUCK,32_sem_cement truck.png
28,62,lichtschakelaar,1,LIGHT SWITCH,27_sem_light switch.png
28,98,vishengel,1,FISHING ROD,100_vis_fishing rod.png
28,68,flesopener,1,BOTTLE OPENER,34_u2_bottle opener.png
28,42,glijbaan,1,SLIDE,94_u2_slide.png
28,39,tanden,1,TEETH,93_sem_teeth.png
28,18,kikker,1,FROG,41_u1_frog.png
28,73,prullenbak,1,TRASH CAN,48_u1_trash can.png
28,14,mand,1,BASKET,27_u2_basket.png
28,86,snijplank,1,CUTTING BOARD,76_u2_cutting board.png
28,69,weet ik niet,0,COAT RACK,36_sem_coat rack.png
28,87,strijkplank,1,IRONING BOARD,79_u2_ironing board.png
28,11,vat/ton,1,BARREL,25_u2_barrel.png
28,77,regenlaarzen,1,RAIN BOOTS,60_sem_rain boots.png
28,32,pakket,1,PACKAGE,74_u2_package.png
28,65,ijshoorntje,1,ICE CREAM CONE,31_u2_ice cream cone.png
28,83,winkelwagen,1,SHOPPING CART,73_u2_shopping cart.png
28,59,spelkaarten,1,PLAYING CARDS,22_u2_playing cards.png
28,52,kaasschaaf,1,CHEESE SLICER,7_u1_cheese slicer.png
28,23,wereldbol,1,GLOBE,56_vis_globe.png
28,54,meetlint,1,MEASURING TAPE,14_sem_measuring tape.png
28,84,aardappelschilmesje,1,POTATO PEELER,75_u2_potato peeler.png
28,53,hobbelpaard,1,ROCKING HORSE,11_sem_rocking horse.png
28,61,deegroller,1,ROLLING PIN,25_vis_rolling pin.png
28,19,trommel,1,DRUM,41_u2_drum.png
28,96,verkeersbord,1,TRAFFIC SIGN,96_vis_traffic sign.png
28,15,ventilator,1,FAN,35_u1_fan.png
28,34,jas,1,JACKET,80_u2_jacket.png
28,6,aap,1,MONKEY,8_sem_monkey.png
28,78,veiligheidsspelden,1,SAFETY PINS,60_u1_safety pins.png
28,31,pet,1,CAP,74_sem_cap.png
28,85,gloeilamp,1,LIGHT BULB,75_vis_light bulb.png
28,92,afstandsbediening,1,REMOTE CONTROL,91_sem_remote control.png
28,49,kruik,1,HOT WATER BOTTLE,4_vis_hot water bottle.png
28,47,honkbalhandschoen,1,BASEBALL GLOVE,3_u1_baseball glove.png
28,64,trappers (van de fiets),1,BIKE PEDALS,28_vis_bike pedals.png
28,22,dienblad,1,TRAY,54_vis_tray.png
28,55,bureaustoel,1,OFFICE CHAIR,14_u2_office chair.png
28,12,kom,1,BOWL,26_sem_bowl.png
28,67,knuffelbeer,1,TEDDY BEAR,33_u1_teddy bear.png
28,30,slang,1,SNAKE,70_vis_snake.png
28,95,verkeerslicht,3,STREETLIGHT,95_u1_lamp post.png
28,7,vlees,1,MEAT,12_u1_meat.png
28,72,schommelstoel,1,ROCKING CHAIR,43_sem_rocking chair.png
28,16,boog,1,BOW,38_u1_bow.png
28,60,badeendje,1,RUBBER DUCK,25_u1_rubber duck.png
28,13,adelaar,1,EAGLE,27_u1_eagle.png
28,79,ijsbeer,1,POLAR BEAR,62_sem_polar bear.png
28,94,vlinderdas,1,BOW TIE,93_vis_bow tie.png
28,24,ketting,1,CHAIN,59_u1_chain.png
28,50,schaats,1,ICE SKATE,5_u1_ice skate.png
28,37,bloem,1,FLOWER,87_u1_flower.png
28,2,kraan,1,TAP,3_sem_tap.png
28,75,prullenbakken,3,TRASH BAGS,52_u2_trash bags.png
28,51,voetbalschoenen,1,SOCCER SHOES,6_sem_soccer shoes.png
28,88,cavia,1,GUINEA PIG,79_vis_guinea pig.png
28,93,kandelaar,1,CANDLE HOLDER,92_vis_candle holder.png
28,40,kers,1,CHERRY,7_vis_cherry.png
28,80,gieter,1,WATERING CAN,65_sem_watering can.png
28,17,stoel,1,CHAIR,40_u1_chair.png
28,33,strijkijzer,1,IRON,74_vis_iron.png
28,35,touw,1,ROPE,82_vis_rope.png
28,36,paard,1,HORSE,86_sem_horse.png
28,91,wasmand,1,LAUNDRY BASKET,87_sem_laundry basket.png
28,27,blaadje,1,LEAF,63_u1_leaf.png
28,29,horloge,1,WATCH,69_u1_watch.png
28,70,pleister,1,BAND AID,38_vis_band aid.png
28,81,potloodslijper,1,PENCIL SHARPENER,66_sem_pencil sharpener.png
28,58,ijsje,1,ICE CREAM,20_vis_ice cream.png
28,97,(paard)rijhelm,1,RIDING HELMET,100_sem_riding helmet.png
28,90,aardappelstamper? aardappelpureestamper ofzo,1,POTATO MASHER,86_vis_potato masher.png
28,82,etui,1,PENCIL CASE,68_u1_pencil case.png
28,8,pistool,1,GUN,14_vis_gun.png
28,76,koekenpan,1,FRYING PAN,58_sem_frying pan.png
28,45,slot,1,LOCK,98_u2_lock.png
28,43,kreeft,1,LOBSTER,95_sem_lobster.png
28,9,bel,1,BELL,21_u2_bell.png
28,74,reddingsvest,1,LIFE JACKET,48_u2_life jacket.png
28,4,taart,1,CAKE,5_sem_cake.png
28,38,lepel,1,SPOON,92_sem_spoon.png
28,48,koffiezetapparaat,1,COFFEE MACHINE,4_u2_coffee machine.png
28,57,reddingsboei,1,LIFEBUOY,19_vis_life saver.png
28,3,stropdas,1,TIE,5_u2_tie.png
28,21,aansteker,1,LIGHTER,47_vis_lighter.png
27,53,hobbelpaard,1,ROCKING HORSE,11_sem_rocking horse.png
27,25,riem,1,BELT,61_u1_belt.png
27,81,puntenslijper,1,PENCIL SHARPENER,66_sem_pencil sharpener.png
27,64,trappedalen/fietspedalen,1,BIKE PEDALS,28_vis_bike pedals.png
27,86,snijplank,1,CUTTING BOARD,76_u2_cutting board.png
27,11,ton,1,BARREL,25_u2_barrel.png
27,79,ijsbeer,1,POLAR BEAR,62_sem_polar bear.png
27,95,lantaarnpaal,1,STREETLIGHT,95_u1_lamp post.png
27,88,cavia,1,GUINEA PIG,79_vis_guinea pig.png
27,60,badeend,1,RUBBER DUCK,25_u1_rubber duck.png
27,58,ijsje,1,ICE CREAM,20_vis_ice cream.png
27,56,fles voor baby,1,BABY BOTTLE,18_sem_baby bottle.png
27,76,koekenpan,1,FRYING PAN,58_sem_frying pan.png
27,61,rolmaat,3,ROLLING PIN,25_vis_rolling pin.png
27,82,etui,1,PENCIL CASE,68_u1_pencil case.png
27,52,kaasschaaf,1,CHEESE SLICER,7_u1_cheese slicer.png
27,50,schaatsen,1,ICE SKATE,5_u1_ice skate.png
27,20,tas,1,BAG,45_u2_bag.png
27,17,stoel,1,CHAIR,40_u1_chair.png
27,39,tanden,1,TEETH,93_sem_teeth.png
27,2,kraan,1,TAP,3_sem_tap.png
27,80,waterkan,3,WATERING CAN,65_sem_watering can.png
27,69,kapstok,1,COAT RACK,36_sem_coat rack.png
27,75,vuilniszak,1,TRASH BAGS,52_u2_trash bags.png
27,77,regenlaarzen,1,RAIN BOOTS,60_sem_rain boots.png
27,43,kreeft,1,LOBSTER,95_sem_lobster.png
27,92,afstandsbediening,1,REMOTE CONTROL,91_sem_remote control.png
27,68,flessenopener,1,BOTTLE OPENER,34_u2_bottle opener.png
27,55,bureaustoel,1,OFFICE CHAIR,14_u2_office chair.png
27,48,koffiezetapparaat,1,COFFEE MACHINE,4_u2_coffee machine.png
27,78,veiligheidsspelden,1,SAFETY PINS,60_u1_safety pins.png
27,63,scheerkwast,1,SHAVING BRUSH,28_u1_shaving brush.png
27,62,lichtknop/schakelaar,1,LIGHT SWITCH,27_sem_light switch.png
27,94,strik,3,BOW TIE,93_vis_bow tie.png
27,19,drumstel/trommel,3,DRUM,41_u2_drum.png
27,91,wasmand,1,LAUNDRY BASKET,87_sem_laundry basket.png
27,59,speelkaarten,1,PLAYING CARDS,22_u2_playing cards.png
27,5,cadeau,1,PRESENT,7_sem_present.png
27,83,winkelwagen,1,SHOPPING CART,73_u2_shopping cart.png
27,26,bureau,1,DESK,62_u2_desk.png
27,41,haai,1,SHARK,94_u1_shark.png
27,31,pet,1,CAP,74_sem_cap.png
27,37,bloem,1,FLOWER,87_u1_flower.png
27,49,kruik,1,HOT WATER BOTTLE,4_vis_hot water bottle.png
27,24,slot,3,CHAIN,59_u1_chain.png
27,14,mand,1,BASKET,27_u2_basket.png
27,12,bakje/schaal,3,BOWL,26_sem_bowl.png
27,15,ventilator,1,FAN,35_u1_fan.png
27,27,blad,1,LEAF,63_u1_leaf.png
27,54,rolmaat,1,MEASURING TAPE,14_sem_measuring tape.png
27,16,strik,2,BOW,38_u1_bow.png
27,42,glijbaan,1,SLIDE,94_u2_slide.png
27,70,pleister,1,BAND AID,38_vis_band aid.png
27,85,gloeilamp,1,LIGHT BULB,75_vis_light bulb.png
27,21,aansteker,1,LIGHTER,47_vis_lighter.png
27,32,pakket,1,PACKAGE,74_u2_package.png
27,46,kruis,1,CROSS,97_vis_cross.png
27,72,schommelstoel,1,ROCKING CHAIR,43_sem_rocking chair.png
27,96,verkeersbord,1,TRAFFIC SIGN,96_vis_traffic sign.png
27,93,kandelaar,1,CANDLE HOLDER,92_vis_candle holder.png
27,65,ijshoorntje,1,ICE CREAM CONE,31_u2_ice cream cone.png
27,40,kers,1,CHERRY,7_vis_cherry.png
27,87,strijkijzer,3,IRONING BOARD,79_u2_ironing board.png
27,97,paardrijhelm,1,RIDING HELMET,100_sem_riding helmet.png
27,34,jas,1,JACKET,80_u2_jacket.png
27,28,hek,1,FENCE,67_vis_fence.png
27,3,stropdas,1,TIE,5_u2_tie.png
27,18,kikker,1,FROG,41_u1_frog.png
27,47,honkbalhandschoen,1,BASEBALL GLOVE,3_u1_baseball glove.png
27,29,horloge,1,WATCH,69_u1_watch.png
27,23,handschoen,3,GLOBE,56_vis_globe.png
27,22,dienblad,1,TRAY,54_vis_tray.png
27,10,broek,1,PANTS,24_u1_pants.png
27,74,veiligheidshesje,3,LIFE JACKET,48_u2_life jacket.png
27,73,prullenbak,1,TRASH CAN,48_u1_trash can.png
27,35,touw,1,ROPE,82_vis_rope.png
27,57,?,0,LIFEBUOY,19_vis_life saver.png
27,4,taart,1,CAKE,5_sem_cake.png
27,71,tandarts stoel,1,DENTIST CHAIR,42_u2_dentist chair.png
27,51,voetbalschoenen,1,SOCCER SHOES,6_sem_soccer shoes.png
27,90,stamper,1,POTATO MASHER,86_vis_potato masher.png
27,98,vishengel,1,FISHING ROD,100_vis_fishing rod.png
27,44,worst,1,SAUSAGE,97_u1_sausage.png
27,13,adelaar,1,EAGLE,27_u1_eagle.png
27,38,lepel,1,SPOON,92_sem_spoon.png
27,8,pistool,1,GUN,14_vis_gun.png
27,89,verkeerslicht,1,TRAFFIC LIGHT,82_u1_traffic light.png
27,36,paard,1,HORSE,86_sem_horse.png
27,67,knuffelbeer,1,TEDDY BEAR,33_u1_teddy bear.png
27,45,slot,1,LOCK,98_u2_lock.png
27,30,slang,1,SNAKE,70_vis_snake.png
27,9,bel,1,BELL,21_u2_bell.png
27,66,cement vrachtwagen,2,CEMENT TRUCK,32_sem_cement truck.png
27,84,aardappelschiller,1,POTATO PEELER,75_u2_potato peeler.png
27,33,strijkijzer,1,IRON,74_vis_iron.png
27,7,vlees,1,MEAT,12_u1_meat.png
27,1,sleutel,1,KEY,17_u2_key.png
27,6,aap,1,MONKEY,8_sem_monkey.png
26,13,zeemeeuw,3,EAGLE,27_u1_eagle.png
26,43,kreeft,1,LOBSTER,95_sem_lobster.png
26,8,pistool,1,GUN,14_vis_gun.png
26,12,kom,1,BOWL,26_sem_bowl.png
26,77,regenlaarzen,1,RAIN BOOTS,60_sem_rain boots.png
26,31,pet,1,CAP,74_sem_cap.png
26,33,staal,3,IRON,74_vis_iron.png
26,78,veiligheidsspelden,1,SAFETY PINS,60_u1_safety pins.png
26,73,vuilnisbak,1,TRASH CAN,48_u1_trash can.png
26,18,kikker,1,FROG,41_u1_frog.png
26,11,vat/ton,1,BARREL,25_u2_barrel.png
26,10,broek,1,PANTS,24_u1_pants.png
26,24,ketting,1,CHAIN,59_u1_chain.png
26,44,worst,1,SAUSAGE,97_u1_sausage.png
26,23,wereldbol,1,GLOBE,56_vis_globe.png
26,62,lichtschakelaar,1,LIGHT SWITCH,27_sem_light switch.png
26,45,slot,1,LOCK,98_u2_lock.png
26,94,strikje,3,BOW TIE,93_vis_bow tie.png
26,7,vlees,1,MEAT,12_u1_meat.png
26,36,paard,1,HORSE,86_sem_horse.png
26,37,bloem,1,FLOWER,87_u1_flower.png
26,25,riem,1,BELT,61_u1_belt.png
26,95,lantaarnpaal,1,STREETLIGHT,95_u1_lamp post.png
26,61,rolschaats,3,ROLLING PIN,25_vis_rolling pin.png
26,49,kruik,1,HOT WATER BOTTLE,4_vis_hot water bottle.png
26,29,horloge,1,WATCH,69_u1_watch.png
26,32,pakket,1,PACKAGE,74_u2_package.png
26,93,kandelaar,1,CANDLE HOLDER,92_vis_candle holder.png
26,1,sleutel,1,KEY,17_u2_key.png
26,64,trappers,1,BIKE PEDALS,28_vis_bike pedals.png
26,81,puntenslijper,1,PENCIL SHARPENER,66_sem_pencil sharpener.png
26,22,dienblad,1,TRAY,54_vis_tray.png
26,51,voetbalschoenen,1,SOCCER SHOES,6_sem_soccer shoes.png
26,55,bureaustoel,1,OFFICE CHAIR,14_u2_office chair.png
26,54,meetlint,1,MEASURING TAPE,14_sem_measuring tape.png
26,27,blad,1,LEAF,63_u1_leaf.png
26,88,cavia,1,GUINEA PIG,79_vis_guinea pig.png
26,83,winkelmandje,3,SHOPPING CART,73_u2_shopping cart.png
26,41,haai,1,SHARK,94_u1_shark.png
26,4,taart,1,CAKE,5_sem_cake.png
26,50,schaats,1,ICE SKATE,5_u1_ice skate.png
26,56,babyflesje,1,BABY BOTTLE,18_sem_baby bottle.png
26,60,badeend,1,RUBBER DUCK,25_u1_rubber duck.png
26,21,aansteker,1,LIGHTER,47_vis_lighter.png
26,69,kapstok,1,COAT RACK,36_sem_coat rack.png
26,97,fietshelm,3,RIDING HELMET,100_sem_riding helmet.png
26,76,frituurpan,3,FRYING PAN,58_sem_frying pan.png
26,85,gloeilamp,1,LIGHT BULB,75_vis_light bulb.png
26,2,kraan,1,TAP,3_sem_tap.png
26,65,ijshoorntje,1,ICE CREAM CONE,31_u2_ice cream cone.png
26,15,ventilator,1,FAN,35_u1_fan.png
26,14,mand,1,BASKET,27_u2_basket.png
26,47,honkbalhandschoen,1,BASEBALL GLOVE,3_u1_baseball glove.png
26,42,glijbaan,1,SLIDE,94_u2_slide.png
26,98,vishengel,1,FISHING ROD,100_vis_fishing rod.png
26,90,aardappelstamper,1,POTATO MASHER,86_vis_potato masher.png
26,3,das,1,TIE,5_u2_tie.png
26,96,stoplicht,3,TRAFFIC SIGN,96_vis_traffic sign.png
26,57,reddingsboei,1,LIFEBUOY,19_vis_life saver.png
26,86,snijplank,1,CUTTING BOARD,76_u2_cutting board.png
26,30,slang,1,SNAKE,70_vis_snake.png
26,5,cadeau,1,PRESENT,7_sem_present.png
26,9,bel,1,BELL,21_u2_bell.png
26,39,tanden,1,TEETH,93_sem_teeth.png
26,70,verband,3,BAND AID,38_vis_band aid.png
26,80,gieter,1,WATERING CAN,65_sem_watering can.png
26,91,wasmand,1,LAUNDRY BASKET,87_sem_laundry basket.png
26,89,stoplicht,1,TRAFFIC LIGHT,82_u1_traffic light.png
